prompt,prompt_len,target
Obama to Expand Gun Background Checks and Tighten Enforcement.,12,True
Trump’s Tax Plan Is a Reckoning for Republican Deficit Hawks.,15,False
Japanese Find Radioactivity on Their Own.,9,False
Obama Ends Exemption for Cubans Who Arrive Without Visas.,12,True
BP Moves to Fix a Leak as Obama Warns of Damage.,14,True
"Obama Endorses Hillary Clinton, and Urges Democrats to Unite.",14,True
Hillary Clinton Opposes Obama’s Trans-Pacific Trade Deal.,14,True
Obama’s Visit Raises Ghosts of Hiroshima.,10,True
"In California, It’s U.S. vs. State Over Marijuana.",17,False
"German Lawmaker Reads Poem on Erdogan, to Show Just How Vulgar It Is.",18,False
Jeb Bush Blames Hillary Clinton and Obama for Iraq’s Decline.,15,True
"With Elections Awash in Cash, There’s Plenty of Blame to Go Around.",18,False
"On a Tiny Norwegian Island, America Keeps an Eye on Russia.",14,False
Republicans See Political Wedge in Common Core.,9,False
Religious Groups Given ‘Exception’ to Work Bias Law.,12,False
"Obama Lags on Judicial Picks, Limiting His Mark on Courts.",14,True
Obama Visits Prison Cell That Helped Shape Modern South Africa.,12,True
Pope Names 15 New Cardinals Reflective of Diversity of the Faithful.,15,False
Obama Wins Unlikely Allies in Immigration.,9,True
John Kerry Rushes In Where Obama Will Not Tread.,12,True
"G.O.P. Is Resisting
Obama Pressure on
Tax Increase.",20,True
Obama Sends Special Operations Forces to Help Fight ISIS in Syria.,13,True
Obama Gets Scant Credit in Indiana Region Where Recovery Was Robust.,14,True
"Obama Lags on Judicial Picks, Limiting His Mark on Courts.",14,True
"After ‘Oops’ in Debate, Perry Says He’ll Stay in Race.",17,False
"Democrats, Looking Past Obama, Are a Party Without a Cause.",14,True
Obama Set to Offer Stricter Nuclear Deal to Iran.,12,True
Obama to Push for Wider Deal With G.O.P. on Deficit Cuts.,18,True
Justices to Hear Case Over Drugs Used in Executions.,14,False
Obama Immigration Plan Seems to Divide Supreme Court.,10,True
Obama Favors Sanctions for Abuse of Venezuela Protesters.,12,True
House G.O.P. Sets New Offensive on Obama Goals.,15,True
"A Warlord’s Cuddly Makeover, With a Nod to Donald Trump.",19,False
Trump Officials Reverse Obama’s Policy on Affirmative Action in Schools.,14,True
A Proposal for a Propane Tank Looms Large Over a Maine Coastal Town.,17,False
"In Beijing Talk, Michelle Obama Extols Free Speech.",12,True
"‘Brexit’ Talks Will Start by End of March, Theresa May Says.",16,False
Electorate Reverts to a Partisan Divide as Obama’s Support Narrows.,19,True
"Clinton, Citing Work With Obama, Urges Unity in Bosnia.",15,True
Obama Pursuing a Modest Agenda in State of Union.,13,True
"For Obama, an Evolving Doctrine on Foreign Policy.",12,True
Palestinian Council Questions Security Arrangement With Israel.,9,False
Comey Memo Says Trump Asked Him to End Flynn Investigation.,13,False
"Crises Cascade and Converge, Testing Obama.",11,True
Trump Takes Aim at Kerry — Again — Ahead of Announcement on Iran Deal.,16,False
‘All of Africa Is Here’: Where Europe’s Southern Border Is Just a Fence.,19,False
Bowe Bergdahl Avoids Prison for Desertion; Trump Calls Sentence a ‘Disgrace’.,20,False
An Unfinished Presidency: Obama Passes the Baton.,11,True
6 Arrested in Theft of Truck With Radioactive Waste.,11,False
"For Obama and Indian Leader, a Friendly Stroll if Not a Full Embrace.",16,True
"Testing Novel Power, Trump Administration Detains Palestinian After Sentence Ends.",14,False
President Obama Eulogizes Charleston Pastor as One Who Understood Grace.,15,True
Crucial Rule Is Delayed a Year for Obama’s Health Law.,15,True
Trump Has Discussed With Advisers Pardons for His 3 Eldest Children and Giuliani.,20,False
Inquiry Seeks Accomplices of Bomber in Bulgaria.,12,False
"By Stifling Migration, Sudan’s Feared Secret Police Aid Europe.",16,False
U.S. Air Campaign in Yemen Killed Guantánamo Ex-Prisoner.,19,False
Bill on Crime Against Women Passes in India.,10,False
"In Tearful Finale, Michelle Obama Says, ‘I Hope I’ve Made You Proud’.",20,True
Supreme Court Rules for Insurers in $12 Billion Obamacare Case.,15,True
"While Asking for Help, Detroit Sells a Comeback.",12,False
Kenya Supreme Court Nullifies Presidential Election.,9,False
Giuliani to Join Trump’s Legal Team.,12,False
"Sam Brownback and Pat Roberts, Both Republicans, Undefeated in Kansas.",16,False
Egypt Says Twitter Post by Liberal Was Crime.,10,False
Trump Advisers Wage Tug of War Before Decision on Climate Deal.,14,False
Obama Will Seek to Raise Taxes on Wealthy to Finance Cuts for Middle Class.,17,True
Shrimp From 5 U.K. Rivers Have One Thing in Common: Cocaine.,18,False
"Norman Gimbel, 91, Grammy and Oscar-Winning Lyricist, Is Dead.",20,False
Sessions Is Questioned as Russia Inquiry Focuses on Obstruction.,14,False
Murky Candidacy Stokes Iraq’s Sectarian Fears.,13,False
"As Violence Grips Bolivia, Congress Moves Toward New Elections.",13,False
Photos of Shot Kenyans Spur Calls for Police Reform.,11,False
Syrian Children Freeze to Death. Bombs Rain Down. And ‘Nobody Cares.’.,18,False
Obama Tells Republicans to ‘Reopen the Government’.,11,True
Dutch Inquiry Links Russia to 298 Deaths in Explosion of Jetliner Over Ukraine.,19,False
"‘These Tragedies Must End,’ Obama Says.",12,True
"Doubting Putin, Obama Prepares to Add Pressure.",13,True
"North Korea Must Become Prosperous, Leader Says.",11,False
"The Hunger Strike, the Protest Tactic of Gandhi, is Vexing Iran’s Penal Overseers.",22,False
"Health Bill Stalled, Obama Juggles an Altered Agenda.",13,True
Trusted Aide to Obama Faces Test in Budget Showdown.,11,True
Colorado Presses for Uninsured to Enroll.,9,False
Obama to Create World’s Largest Marine Reserve Off Hawaii.,13,True
Obama Seizes Chance to Score as an Everyman.,12,True
"Stephon Clark Was Shot 8 Times Primarily in His Back, Family-Ordered Autopsy Finds.",21,False
U.S. and China to Rekindle Trade Talks as More Tariffs Loom.,18,False
Crowd Led by Priests Attacks Gay Rights Marchers in Georgia.,13,False
"For Obama, Executive Order on Immigration Would Be a Turnabout.",15,True
"Vouchers Unspoken, Romney Hails School Choice.",12,False
"Amid Hunger Strike, Obama Renews Push to Close Cuba Prison.",14,True
Obama Makes Surprise Trip to Afghanistan.,8,True
Indian Stampede Kills at Least 27 at Religious Festival.,14,False
Trump’s Ringside Evening in the Sumo Arena.,12,False
"In Donald Trump’s Worldview, America Comes First, and Everybody Else Pays.",18,False
Hunting ‘Turr’ in Newfoundland’s Frigid Waters.,14,False
"Wally Moon, Whose Homers Helped the Dodgers Win a World Series, Dies at 87.",21,False
"On Stump, Obama Takes Sharper Tone.",10,True
Michelle Obama Makes Ardent Case for Hillary Clinton.,11,True
Egypt’s Leader Declares State of Emergency in Three Cities.,14,False
"In Tax Benefits to the Middle, Political Lift for Obama.",13,True
Obama Pledges Push to Lift Economy for Middle Class.,13,True
"Colorado Furor Erupts Over Charges Filed, and Not Filed, in Grisly Attack on Pregnant Woman.",22,False
Canada Agrees to Take Back Trash Sent to Philippines Years Ago.,14,False
"Nigerian Jet Mistakenly Bombs Refugee Camp, Killing Scores.",13,False
Factional Fighting Breaks Out in South Sudan’s Capital.,13,False
Romney Seeks Obama Apology for Bain Attacks.,12,True
Obama Seeks to Calm Saudis as Paths Split.,12,True
Obama Grows More Reliant on Big-Money Contributors.,12,True
"Ruth Buchanan, Philanthropist and Hostess Extraordinaire, Is Dead at 101.",21,False
Colorado Weighs Replacing Obama’s Health Policy With Universal Coverage.,14,True
"Sam Kass, the Obamas’ Foodmaster General.",12,True
"With Green Beret Tactics, Combating Gang Warfare.",12,False
"On Stump, Obama Takes Sharper Tone.",10,True
Judge Hesitates to Accept Justice Dept. Move to Drop Flynn Charge.,15,False
‘Red Flag’ Gun Control Bills Pick Up Momentum With G.O.P. in Congress.,21,False
Assange Faces Long Stay in Ecuador’s London Embassy.,13,False
Holder Signals Tough Review of New State Laws on Voting.,12,False
Obama Seeks to Win Back Wall St. Cash.,12,True
"Obama Details Lines of Battle in Budget Plan, and on Libya.",14,True
"Obama’s Plan: Allow Drilling in Atlantic, but Limit It in Arctic.",17,True
Pressure Rising as Obama Works to Rein In Russia.,11,True
Obama Declares a New Partnership After Talks With Argentine Leader.,13,True
"Trump Says He’s Taking Hydroxychloroquine, Prompting Warning From Health Experts.",19,False
Obama Takes Aim at Congress to Hurt His G.O.P. Rivals.,17,True
"Touring States, Obama Pushes Modest Agenda.",12,True
Chinese Man Who Bragged of Privilege Gets Six Years.,12,False
Obama Urges Congress to Act to Stave Off Cuts.,13,True
"Addressing Critics, White House Cites Diplomacy in Release of Sailors by Iran.",16,False
Labeling Error to Blame for Hospital’s Release of Coronavirus Patient.,15,False
Canada: Agency Investigates Complaints of Mass Irregularities in 2011 Election.,19,False
Crossed Paths: Chicago’s Jacksons and Obamas.,14,True
"Amid Assurances on Ebola, Obama Is Said to Seethe.",14,True
U.S. and Czech Troops Investigated for Death of Afghan Prisoner.,16,False
"In Gaza, Airstrikes and Economic Stress Make for an Anxious Ramadan.",17,False
"House Sends Trump Bill to Restrict War Powers on Iran, Setting Up Veto.",18,False
"Sudan Protesters, Devastated but Defiant, Regroup Underground After Crackdown.",19,False
Turkey and E.U. Near Breaking Point in Membership Talks.,14,False
Doctor Is Guilty in Michael Jackson’s Death.,11,False
Obama’s Remarks Offer Hope to Opponents of Oil Pipeline.,14,True
Chávez Devalues Currency Amid Oil Fall.,11,False
"Before and After Massacre, Puzzles Line Suspect’s Path.",14,False
"G.O.P. Is Resisting
Obama Pressure on
Tax Increase.",20,True
Europe Tested as War Crimes Suspect Remains Free.,11,False
"Amos Oz, a Writer Who Loved the Dream of Israel and Charted Its Imperfect Reality.",20,False
Visit by Obama Is Overshadowed by Mandela Vigil.,12,True
2 Senators Strike Deal on Health Subsidies That Trump Cut Off.,14,False
"Over 21 Miles of Highway, Snapshots of a Resilient Houston.",17,False
Obama Rebukes Donald Trump’s Comments on Nuclear Weapons.,14,True
Chinese News Outlets Play Down Killings of 19 in Mountain Village.,16,False
U.S. Reduces Estimates of Homeless in Haiti Quake.,13,False
"Campaigning in a Crisis: Obama, McCain and the 2008 Meltdown.",20,True
"Sam Kass, the Obamas’ Foodmaster General.",12,True
"Leg Lost, Dancer Is Caught Between Caregivers.",11,False
Obama Cites Afghan Gains as Report Says Exit Is on Track.,14,True
Drone Strikes’ Risks to Get Rare Moment in the Public Eye.,14,False
Iran Face-Off Testing Obama the Candidate.,10,True
Indian State to Free 7 Convicted in Rajiv Gandhi Assassination Plot.,17,False
Leaders in House Block Earmarks to Corporations.,10,False
‘So Many Bodies’: Bomber Kills Dozens Signing Up to Vote in Kabul.,17,False
Venezuela Tries Protesters in Military Court ‘Like We Are in a War’.,16,False
Obama to Visit Myanmar as Part of First Postelection Overseas Trip to Asia.,16,True
Qaddafi Son Maintains Innocence as Criminal Court Cites Indirect Talks.,15,False
Obama Gathers Leaders in Effort to End South Sudan War.,13,True
Democrats Reframe the Debate on Immigration.,9,False
Obama Pushes Hu on Rights but Stresses Ties to China.,14,True
Trump Told Russians That Firing ‘Nut Job’ Comey Eased Pressure From Investigation.,18,False
Obama to Expand Gun Background Checks and Tighten Enforcement.,12,True
"‘Gaps of Trust’ With Russia Bar a Syrian Truce, Obama Says.",18,True
Obama Pushes His Choice for Position on Appeals Court.,12,True
Obama Authorizes Air Surveillance of ISIS in Syria.,11,True
Obama to Seek Spending Freeze to Trim Deficits.,11,True
"Trump, Citing ‘a Witch Hunt,’ Denies Any Collusion With Russia.",18,False
A Battle to Define Democracy.,7,False
Female Clinton Supporters Are Left Feeling Gutted.,10,False
"Tom Price, Obamacare Critic, Is Trump’s Choice for Health Secretary.",16,True
"John Young, Who Led First Space Shuttle Mission, Dies at 87.",17,False
Ailing Obama Health Care Act May Have to Change to Survive.,14,True
"Under Trump, an Office Meant to Help Refugees Enters the Abortion Wars.",17,False
Boehner and Obama Nearing Deal on Cuts and Taxes.,14,True
"Obama Looks at Adding Bases and Troops in Iraq, to Fight ISIS.",15,True
"While Scolding Trump, Mexico Seeks to Curtail Citizens’ Rights.",17,False
Obama Widens Medical Rights for Gay Partners .,10,True
"For Christmas, Pastors Offer Comfort and Joy in a Somber Season.",16,False
Obama to Push for Wider Deal With G.O.P. on Deficit Cuts.,18,True
"Trump Attends G-7 with Defiance, Proposing to Readmit Russia.",18,False
Obama Sticks to a Deadline in Iraq .,9,True
Pelosi and Dissident Democrats Reach Deal to Limit Her Speakership to 4 Years.,19,False
Obama Issues Rare Apology Over Bombing of Doctors Without Borders Hospital in Afghanistan.,17,True
"They Each Backed Off Strikes: Trump in ’19, Obama in ’13, Clinton in ’98.",26,True
"Obama, in New Orleans, Praises Results of Federal Intervention.",14,True
Obama Enlists 9 Allies to Help in the Battle Against ISIS.,15,True
"Lee Kuan Yew, Founding Father and First Premier of Singapore, Dies at 91.",19,False
Don’t Dare Call the Health Law ‘Redistribution’.,14,False
Myanmar Continues Search After Deadly Landslide at Jade Mine.,12,False
"Obama, With Defiant Tone, Vows to Push Agenda.",14,True
Egypt Race Pits Aide to Mubarak Against Islamist.,10,False
Senate Intelligence Committee Leaders Vow Thorough Russian Investigation.,11,False
Trump Targets Michelle Obama’s School Nutrition Guidelines on Her Birthday.,14,True
"Harry C. McPherson, a Presidential Counsel, Dies at 82.",16,False
Move to Fight Obama’s Climate Plan Started Early.,12,True
Obama Counts on Power of Convening People for Change.,12,True
A Legal Circle Reaches Deep to Aid Obama.,11,True
"Arkady Babchenko, Russian Journalist, Shot and Killed in Kiev.",15,False
The Rise of the Drone Master: Pop Culture Recasts Obama.,14,True
"Trump Discards Obama Legacy, One Rule at a Time.",13,True
Obama’s Playbook After Nov. 2.,12,True
Obama Offers Engagement in Video Message to Iranians.,11,True
Hunting ‘Turr’ in Newfoundland’s Frigid Waters.,14,False
"Trust Eroded, Obama Looks Beyond Karzai.",11,True
"Behind Trump Clemency, a Case Study in Special Access.",14,False
Obama May Find It Impossible to Mend Frayed Ties to Netanyahu.,14,True
G.O.P. Leader’s New Role Could Take Strained White House Ties to Next Level .,23,False
"Dirty Tricks, Tea Party Suicide and Rising Mississippi Anger.",12,False
Obama After Dark: The Precious Hours Alone.,10,True
"With Gap Wide and Time Short, Obama and Boehner Meet.",14,True
"Obama Lags on Judicial Picks, Limiting His Mark on Courts.",14,True
Obama Takes New Route to Opposing Parts of Laws.,12,True
Belgian Catholics Remain Anguished by Abuse.,10,False
Libyan Rebels Repel Qaddafi’s Forces Near Tripoli.,14,False
"Pompeo Speech Lays Out Vision for Mideast, Taking Shots at Obama.",18,True
Obama to Draw an Economic Line in State of the Union.,13,True
Obama Weighs a Broad Tax Overhaul.,10,True
"Wives and Children of ISIS: Warehoused in Syria, Unwanted Back Home.",19,False
China Tightens Wuhan Lockdown in ‘Wartime’ Battle With Coronavirus.,15,False
Obama Nears Needed Votes on Iran Nuclear Deal.,11,True
Obama Widens Medical Rights for Gay Partners .,10,True
"Seeking New Start, Finding Steep Cost.",9,False
Netanyahu Rebuffs France on Restarting Mideast Talks.,15,False
"BP Is Criticized
Over Oil Spill, but U.S. Missed
Chances to Act.",24,False
Obama Administration Ends Effort to Train Syrians to Combat ISIS.,12,True
"Obamacare Repeal, Thought Dead in July, May Be Revived in Senate.",18,True
Names of the Dead.,6,False
Anger in Cambodia Over Khmer Rouge Sentence.,9,False
"‘Fired Up’ Obama Makes Final Push for Clinton, and His Legacy.",16,True
Crucial Rule Is Delayed a Year for Obama’s Health Law.,15,True
Radical Art Group Wins Russian Ministry Prize.,9,False
Trump Emerges as Inspiration for Germany’s Far Right.,13,False
Hoard of Cash Lets Qaddafi Extend Fight Against Rebels.,13,False
Democrats Try Wary Embrace of the Protests.,11,False
"Sam Kass, the Obamas’ Foodmaster General.",12,True
U.S. and European Sanctions Take Aim at Putin’s Economic Efforts.,17,False
Obama’s Tangled History With Supreme Court Sets Stage for Nominee Fight.,17,True
"On Capitol Hill, Old-School Washington Keeps Circus at Bay.",14,False
Sprawling Mural Pays Homage to Cairo’s Garbage Collectors.,15,False
"In the Facebook Era, Reminders of Loss After Families Fracture.",13,False
"It’s Either Iran Nuclear Deal or ‘Some Form of War,’ Obama Warns.",19,True
Obama Admits Web Site Flaws on Health Law.,12,True
"Clout Diminished, Tea Party Turns to Narrower Issues.",14,False
"Crises Cascade and Converge, Testing Obama.",11,True
German President’s Call to Paper Reignites Scandal Over Loan.,14,False
Bottle of Whisky Sells for a Record $1.1 Million.,15,False
"In a Car-Culture Clash, It’s the Los Angeles Police vs. Pedestrians.",21,False
"Lynn Walker Huntley, Lawyer in Prominent Civil Rights Issues, Dies at 69.",20,False
Ex-Contractor at State Dept. Pleads Guilty in Leak Case.,15,False
"Obama, in Poland, Renews Commitment to Security.",12,True
Voters’ Second Thoughts on Hope and Change .,11,False
Obama Commutes Sentences for 8 in Crack Cocaine Cases.,13,True
Bad Luck and Worse Manners Tarnish Obama’s Asia Trip.,14,True
Trump Nominees Make Clear Plans to Sweep Away Obama Policies.,13,True
Obama Declares an End to Combat Mission in Iraq.,12,True
Kerry to Meet Iranian Counterpart Next Week Before Nuclear Talks Resume.,14,False
Disbelief After Egypt Announces Cures for AIDS and Hepatitis C.,14,False
Obama and India’s Premier See Mutual Benefit in Breaking the Ice.,15,True
"In Tearful Finale, Michelle Obama Says, ‘I Hope I’ve Made You Proud’.",20,True
Triumphant Obama Faces New Foe in ‘Second-Term Curse’.,15,True
Obama Presses Leaders to Speed Ebola Response.,9,True
"Running From Police Is the Norm, Some in Baltimore Say.",13,False
"At Mt. Rushmore and the White House, Trump Updates ‘American Carnage’ Message for 2020.",26,False
Putin Doesn’t Rule Out Asylum in Moscow for Syria’s Assad.,16,False
Rare Visit Underscores Tangles in Obama’s Ties to Africa.,15,True
Hitler Aide’s Grave Is Removed to Stop Neo-Nazi Pilgrimages.,16,False
"Over Beer, Obama and Merkel Mend Ties and Double Down on Russia.",15,True
"In South Africa, Lethal Battles for Even Smallest of Political Posts.",15,False
Former Top Financial Regulators Warn Against Move to Ease Oversight of Firms.,15,False
"4,000 Children Flee Pollution Disaster on Ukraine-Crimea Border.",18,False
Senate Balks at Obama Pick for Surgeon General.,11,True
"Obama’s Remade Inner Circle Has an All-Male Look, So Far.",18,True
"Storm Ciara, or Sabine, Leaves 5 Dead in Europe.",15,False
Obama Waits Before Asking for Increase in Debt Limit.,11,True
Questions of Policy and Leadership Dog Obama Before Meeting in Russia.,13,True
"Making Case for Jobs Bill, Obama Cites Europe’s Woes.",16,True
Pakistan Election Day Bombing Kills Dozens.,10,False
New U.S. Envoy Urges China to Relax Business Restrictions.,15,False
Obama May Name ‘Czar’ to Oversee Ebola Response.,13,True
Cuts Give Obama Path to Create Leaner Military.,11,True
Young Immigrants Say It’s Obama’s Time to Act.,14,True
Obama Rebuffed as Palestinians Pursue U.N. Seat.,15,True
Judge Appoints Outsider to Take On Justice Dept. in Flynn Case.,15,False
"2,000 Miles, 650 Trails, No One in Sight: The Solitude of Hiking in a Time of Virus.",29,False
"A Strategy of Retreat in Syria, With Echoes of Obama.",13,True
"In Rubio, Some See Rise of ‘Great Right Hope’.",13,False
Lawmakers Reach Deal on a Fix for V.A.’s Health Care System.,18,False
Planned Parenthood Won’t Accept Money for Fetal Tissue.,12,False
Obama Allows Limited Airstrikes on ISIS.,10,True
Conservative Website First Funded Anti-Trump Research by Firm That Later Produced Dossier.,16,False
"On the Hunt, ‘Where Warm Waters Halt,’ for a $2 Million Treasure.",18,False
How a Ukrainian Hairdresser Became a Front for Paul Manafort.,14,False
Trumps Throw Out Tradition for Their First State Dinner.,12,False
"G.O.P. Stalwart Says Come, the Gulf’s Fine.",18,False
"Beneath Mask of Normal Nigerian Life, Young Lives Scarred by Boko Haram.",16,False
"With O’Donnell as Foil, Democrat Plays It Safe.",13,False
Kushner Adds Prominent Lawyer Abbe Lowell to Defense Team.,13,False
How Unwitting Americans Encountered Russian Operatives Online.,13,False
"Obama, Seeking Unity on Russia, Meets Obstacles.",12,True
"On Defensive, BP Readies Dome to Contain Spill.",12,False
Obama Orders Policy Review on Executions.,10,True
The Untold Story of the Birth of Social Distancing.,12,False
Justice Dept. Accuses Yale of Discrimination in Application Process.,13,False
Obama Sees ’67 Borders as Starting Point for Peace Deal.,14,True
"Following Trump’s Lead, Republicans Grow Quiet on Guantánamo.",16,False
Buoyant Romney Speaks of Victory in Florida.,10,False
Trump Officials Reverse Obama’s Policy on Affirmative Action in Schools.,14,True
Immigrants Living ‘On Pause’ Fear Obama’s Leniency Will Not Outlast Election.,21,True
"Obama in Vietnam Will Focus on Future, Rather Than the Past.",14,True
Man Who Shot Pope in 1981 Is Freed.,14,False
"Young and Educated in Europe, but Desperate for Jobs.",14,False
Killers Stalk Politicians as Iraq Seeks Government.,13,False
"Amid Much Tumult, France Approves ‘Marriage for All’.",14,False
"Jolted by Deaths, Obama Found His Voice on Race.",13,True
Karzai Gives His Approval for Execution of Prisoners.,11,False
Voter ID Rules Fail Court Tests Across Country.,10,False
Obama Favors Sanctions for Abuse of Venezuela Protesters.,12,True
"As Obama Pauses Action, Putin Takes Center Stage.",12,True
"Obama Says Iran Strike Is an Option, but Warns Israel.",14,True
"Abortion, Newly Legal in Ireland, Faces Old Roadblocks.",14,False
States Seeking Cash Hope to Expand Taxes to Services.,11,False
Kavanaugh Portrayed as a Hopeless Partisan as Hearings on Supreme Court Nominee Open.,20,False
"In Second Term, Obama Is Seen as Using ‘Hidden Hand’ Approach.",16,True
Hezbollah’s Role in Syria War Shakes the Lebanese.,14,False
Obama’s Tangled History With Supreme Court Sets Stage for Nominee Fight.,17,True
Chile Leader Enters Changed Political Landscape.,9,False
Shrinking Europe Military Spending Stirs Concern.,10,False
Obama Walks a Fine Line With Egyptian President.,10,True
Obama Social Secretary Ran Into Sharp Elbows.,10,True
Soured History Hampers Talks Between Obama and Boehner.,13,True
"San Bernardino Couple Spoke of Attacks in 2013, F.B.I. Says.",23,False
Workers Give Glimpse of Japan’s Nuclear Crisis.,13,False
"Campaigning in a Crisis: Obama, McCain and the 2008 Meltdown.",20,True
"Russian Military Uses Syria as Proving Ground, and West Takes Notice.",14,False
"John Walker Lindh, Known as the ‘American Taliban,’ Is Set to Leave Federal Prison This Week.",22,False
President Obama Eulogizes Charleston Pastor as One Who Understood Grace.,15,True
"Obama Reaches Out, but Not Very Far, to Build New Team.",16,True
"Two Years Into Trump’s Presidency, Obama Remains a Top Target for Criticism.",17,True
Obama on Climate Change: The Trends Are ‘Terrifying’.,13,True
McConnell Protégé Takes Center Stage in Fight to Remake Judiciary.,15,False
"Gina Haspel, Nominee for C.I.A., Says Era of Torture Is Over.",21,False
